"","date","county","state","fips","cases","deaths"
"556","2020-03-05","Montgomery","Maryland",24031,3,0
"616","2020-03-06","Montgomery","Maryland",24031,3,0
"701","2020-03-07","Montgomery","Maryland",24031,3,0
"802","2020-03-08","Harford","Maryland",24025,1,0
"803","2020-03-08","Montgomery","Maryland",24031,4,0
"925","2020-03-09","Harford","Maryland",24025,1,0
"926","2020-03-09","Montgomery","Maryland",24031,4,0
"927","2020-03-09","Prince George's","Maryland",24033,1,0
"1071","2020-03-10","Harford","Maryland",24025,1,0
"1072","2020-03-10","Montgomery","Maryland",24031,5,0
"1073","2020-03-10","Prince George's","Maryland",24033,3,0
"1250","2020-03-11","Baltimore","Maryland",24005,1,0
"1251","2020-03-11","Harford","Maryland",24025,1,0
"1252","2020-03-11","Montgomery","Maryland",24031,6,0
"1253","2020-03-11","Prince George's","Maryland",24033,5,0
"1468","2020-03-12","Baltimore","Maryland",24005,1,0
"1469","2020-03-12","Harford","Maryland",24025,1,0
"1470","2020-03-12","Montgomery","Maryland",24031,6,0
"1471","2020-03-12","Prince George's","Maryland",24033,5,0
"1745","2020-03-13","Anne Arundel","Maryland",24003,1,0
"1746","2020-03-13","Baltimore","Maryland",24005,2,0
"1747","2020-03-13","Charles","Maryland",24017,1,0
"1748","2020-03-13","Harford","Maryland",24025,1,0
"1749","2020-03-13","Montgomery","Maryland",24031,6,0
"1750","2020-03-13","Prince George's","Maryland",24033,7,0
"2085","2020-03-14","Anne Arundel","Maryland",24003,1,0
"2086","2020-03-14","Baltimore","Maryland",24005,3,0
"2087","2020-03-14","Carroll","Maryland",24013,1,0
"2088","2020-03-14","Charles","Maryland",24017,1,0
"2089","2020-03-14","Harford","Maryland",24025,2,0
"2090","2020-03-14","Montgomery","Maryland",24031,12,0
"2091","2020-03-14","Prince George's","Maryland",24033,7,0
"2484","2020-03-15","Anne Arundel","Maryland",24003,2,0
"2485","2020-03-15","Baltimore","Maryland",24005,3,0
"2486","2020-03-15","Baltimore city","Maryland",24510,1,0
"2487","2020-03-15","Carroll","Maryland",24013,1,0
"2488","2020-03-15","Charles","Maryland",24017,1,0
"2489","2020-03-15","Harford","Maryland",24025,2,0
"2490","2020-03-15","Howard","Maryland",24027,1,0
"2491","2020-03-15","Montgomery","Maryland",24031,12,0
"2492","2020-03-15","Prince George's","Maryland",24033,9,0
"2931","2020-03-16","Anne Arundel","Maryland",24003,2,0
"2932","2020-03-16","Baltimore","Maryland",24005,4,0
"2933","2020-03-16","Baltimore city","Maryland",24510,1,0
"2934","2020-03-16","Carroll","Maryland",24013,1,0
"2935","2020-03-16","Charles","Maryland",24017,1,0
"2936","2020-03-16","Frederick","Maryland",24021,1,0
"2937","2020-03-16","Harford","Maryland",24025,2,0
"2938","2020-03-16","Howard","Maryland",24027,1,0
"2939","2020-03-16","Montgomery","Maryland",24031,15,0
"2940","2020-03-16","Prince George's","Maryland",24033,10,0
"2941","2020-03-16","Talbot","Maryland",24041,1,0
"3432","2020-03-17","Anne Arundel","Maryland",24003,3,0
"3433","2020-03-17","Baltimore","Maryland",24005,4,0
"3434","2020-03-17","Baltimore city","Maryland",24510,3,0
"3435","2020-03-17","Carroll","Maryland",24013,1,0
"3436","2020-03-17","Charles","Maryland",24017,1,0
"3437","2020-03-17","Frederick","Maryland",24021,1,0
"3438","2020-03-17","Harford","Maryland",24025,2,0
"3439","2020-03-17","Howard","Maryland",24027,3,0
"3440","2020-03-17","Montgomery","Maryland",24031,24,0
"3441","2020-03-17","Prince George's","Maryland",24033,14,0
"3442","2020-03-17","Talbot","Maryland",24041,1,0
"4014","2020-03-18","Anne Arundel","Maryland",24003,4,0
"4015","2020-03-18","Baltimore","Maryland",24005,7,0
"4016","2020-03-18","Baltimore city","Maryland",24510,7,0
"4017","2020-03-18","Carroll","Maryland",24013,1,0
"4018","2020-03-18","Charles","Maryland",24017,2,0
"4019","2020-03-18","Frederick","Maryland",24021,1,0
"4020","2020-03-18","Harford","Maryland",24025,3,0
"4021","2020-03-18","Howard","Maryland",24027,8,0
"4022","2020-03-18","Montgomery","Maryland",24031,31,0
"4023","2020-03-18","Prince George's","Maryland",24033,20,1
"4024","2020-03-18","Talbot","Maryland",24041,1,0
"4716","2020-03-19","Anne Arundel","Maryland",24003,5,0
"4717","2020-03-19","Baltimore","Maryland",24005,13,0
"4718","2020-03-19","Baltimore city","Maryland",24510,7,0
"4719","2020-03-19","Calvert","Maryland",24009,1,0
"4720","2020-03-19","Carroll","Maryland",24013,2,0
"4721","2020-03-19","Charles","Maryland",24017,2,0
"4722","2020-03-19","Frederick","Maryland",24021,1,0
"4723","2020-03-19","Harford","Maryland",24025,3,0
"4724","2020-03-19","Howard","Maryland",24027,16,0
"4725","2020-03-19","Montgomery","Maryland",24031,33,0
"4726","2020-03-19","Prince George's","Maryland",24033,23,1
"4727","2020-03-19","Talbot","Maryland",24041,1,0
"4728","2020-03-19","Wicomico","Maryland",24045,1,0
"5534","2020-03-20","Anne Arundel","Maryland",24003,10,0
"5535","2020-03-20","Baltimore","Maryland",24005,13,1
"5536","2020-03-20","Baltimore city","Maryland",24510,11,0
"5537","2020-03-20","Calvert","Maryland",24009,1,0
"5538","2020-03-20","Carroll","Maryland",24013,4,0
"5539","2020-03-20","Charles","Maryland",24017,2,0
"5540","2020-03-20","Frederick","Maryland",24021,1,0
"5541","2020-03-20","Harford","Maryland",24025,5,0
"5542","2020-03-20","Howard","Maryland",24027,18,0
"5543","2020-03-20","Montgomery","Maryland",24031,51,0
"5544","2020-03-20","Prince George's","Maryland",24033,31,1
"5545","2020-03-20","Talbot","Maryland",24041,1,0
"5546","2020-03-20","Wicomico","Maryland",24045,1,0
"5547","2020-03-20","Worcester","Maryland",24047,1,0
"6490","2020-03-21","Anne Arundel","Maryland",24003,16,0
"6491","2020-03-21","Baltimore","Maryland",24005,19,1
"6492","2020-03-21","Baltimore city","Maryland",24510,15,0
"6493","2020-03-21","Calvert","Maryland",24009,1,0
"6494","2020-03-21","Caroline","Maryland",24011,1,0
"6495","2020-03-21","Carroll","Maryland",24013,4,0
"6496","2020-03-21","Charles","Maryland",24017,4,0
"6497","2020-03-21","Frederick","Maryland",24021,1,0
"6498","2020-03-21","Harford","Maryland",24025,5,0
"6499","2020-03-21","Howard","Maryland",24027,19,0
"6500","2020-03-21","Montgomery","Maryland",24031,68,1
"6501","2020-03-21","Prince George's","Maryland",24033,36,1
"6502","2020-03-21","Somerset","Maryland",24039,1,0
"6503","2020-03-21","Talbot","Maryland",24041,1,0
"6504","2020-03-21","Washington","Maryland",24043,1,0
"6505","2020-03-21","Wicomico","Maryland",24045,2,0
"6506","2020-03-21","Worcester","Maryland",24047,1,0
"7565","2020-03-22","Anne Arundel","Maryland",24003,19,0
"7566","2020-03-22","Baltimore","Maryland",24005,28,1
"7567","2020-03-22","Baltimore city","Maryland",24510,24,0
"7568","2020-03-22","Calvert","Maryland",24009,2,0
"7569","2020-03-22","Caroline","Maryland",24011,1,0
"7570","2020-03-22","Carroll","Maryland",24013,4,0
"7571","2020-03-22","Cecil","Maryland",24015,1,0
"7572","2020-03-22","Charles","Maryland",24017,5,0
"7573","2020-03-22","Frederick","Maryland",24021,1,0
"7574","2020-03-22","Harford","Maryland",24025,5,0
"7575","2020-03-22","Howard","Maryland",24027,24,0
"7576","2020-03-22","Montgomery","Maryland",24031,83,1
"7577","2020-03-22","Prince George's","Maryland",24033,40,1
"7578","2020-03-22","Somerset","Maryland",24039,1,0
"7579","2020-03-22","St. Mary's","Maryland",24037,1,0
"7580","2020-03-22","Talbot","Maryland",24041,1,0
"7581","2020-03-22","Washington","Maryland",24043,1,0
"7582","2020-03-22","Wicomico","Maryland",24045,2,0
"7583","2020-03-22","Worcester","Maryland",24047,2,0
"8735","2020-03-23","Anne Arundel","Maryland",24003,20,0
"8736","2020-03-23","Baltimore","Maryland",24005,35,1
"8737","2020-03-23","Baltimore city","Maryland",24510,31,0
"8738","2020-03-23","Calvert","Maryland",24009,2,0
"8739","2020-03-23","Caroline","Maryland",24011,1,0
"8740","2020-03-23","Carroll","Maryland",24013,5,0
"8741","2020-03-23","Cecil","Maryland",24015,1,0
"8742","2020-03-23","Charles","Maryland",24017,5,0
"8743","2020-03-23","Frederick","Maryland",24021,4,0
"8744","2020-03-23","Garrett","Maryland",24023,3,0
"8745","2020-03-23","Harford","Maryland",24025,5,0
"8746","2020-03-23","Howard","Maryland",24027,26,0
"8747","2020-03-23","Montgomery","Maryland",24031,93,1
"8748","2020-03-23","Prince George's","Maryland",24033,47,1
"8749","2020-03-23","Queen Anne's","Maryland",24035,1,0
"8750","2020-03-23","Somerset","Maryland",24039,1,0
"8751","2020-03-23","St. Mary's","Maryland",24037,1,0
"8752","2020-03-23","Talbot","Maryland",24041,1,0
"8753","2020-03-23","Washington","Maryland",24043,2,0
"8754","2020-03-23","Wicomico","Maryland",24045,4,0
"8755","2020-03-23","Worcester","Maryland",24047,2,0
"10024","2020-03-24","Anne Arundel","Maryland",24003,24,0
"10025","2020-03-24","Baltimore","Maryland",24005,42,1
"10026","2020-03-24","Baltimore city","Maryland",24510,41,0
"10027","2020-03-24","Calvert","Maryland",24009,3,0
"10028","2020-03-24","Caroline","Maryland",24011,1,0
"10029","2020-03-24","Carroll","Maryland",24013,5,0
"10030","2020-03-24","Cecil","Maryland",24015,3,0
"10031","2020-03-24","Charles","Maryland",24017,5,0
"10032","2020-03-24","Frederick","Maryland",24021,4,0
"10033","2020-03-24","Garrett","Maryland",24023,3,0
"10034","2020-03-24","Harford","Maryland",24025,5,0
"10035","2020-03-24","Howard","Maryland",24027,30,0
"10036","2020-03-24","Montgomery","Maryland",24031,107,1
"10037","2020-03-24","Prince George's","Maryland",24033,63,2
"10038","2020-03-24","Queen Anne's","Maryland",24035,1,0
"10039","2020-03-24","Somerset","Maryland",24039,1,0
"10040","2020-03-24","St. Mary's","Maryland",24037,2,0
"10041","2020-03-24","Talbot","Maryland",24041,1,0
"10042","2020-03-24","Washington","Maryland",24043,2,0
"10043","2020-03-24","Wicomico","Maryland",24045,4,0
"10044","2020-03-24","Worcester","Maryland",24047,2,0
"11434","2020-03-25","Anne Arundel","Maryland",24003,31,0
"11435","2020-03-25","Baltimore","Maryland",24005,51,1
"11436","2020-03-25","Baltimore city","Maryland",24510,53,0
"11437","2020-03-25","Calvert","Maryland",24009,3,0
"11438","2020-03-25","Caroline","Maryland",24011,1,0
"11439","2020-03-25","Carroll","Maryland",24013,5,0
"11440","2020-03-25","Cecil","Maryland",24015,4,0
"11441","2020-03-25","Charles","Maryland",24017,8,0
"11442","2020-03-25","Frederick","Maryland",24021,7,0
"11443","2020-03-25","Garrett","Maryland",24023,3,0
"11444","2020-03-25","Harford","Maryland",24025,5,0
"11445","2020-03-25","Howard","Maryland",24027,35,0
"11446","2020-03-25","Kent","Maryland",24029,1,0
"11447","2020-03-25","Montgomery","Maryland",24031,127,1
"11448","2020-03-25","Prince George's","Maryland",24033,76,2
"11449","2020-03-25","Queen Anne's","Maryland",24035,1,0
"11450","2020-03-25","Somerset","Maryland",24039,1,0
"11451","2020-03-25","St. Mary's","Maryland",24037,2,0
"11452","2020-03-25","Talbot","Maryland",24041,1,0
"11453","2020-03-25","Washington","Maryland",24043,2,0
"11454","2020-03-25","Wicomico","Maryland",24045,4,0
"11455","2020-03-25","Worcester","Maryland",24047,2,0
"13015","2020-03-26","Anne Arundel","Maryland",24003,42,0
"13016","2020-03-26","Baltimore","Maryland",24005,81,1
"13017","2020-03-26","Baltimore city","Maryland",24510,72,0
"13018","2020-03-26","Calvert","Maryland",24009,7,0
"13019","2020-03-26","Caroline","Maryland",24011,1,0
"13020","2020-03-26","Carroll","Maryland",24013,7,0
"13021","2020-03-26","Cecil","Maryland",24015,4,0
"13022","2020-03-26","Charles","Maryland",24017,10,0
"13023","2020-03-26","Frederick","Maryland",24021,14,0
"13024","2020-03-26","Garrett","Maryland",24023,3,0
"13025","2020-03-26","Harford","Maryland",24025,9,0
"13026","2020-03-26","Howard","Maryland",24027,49,0
"13027","2020-03-26","Kent","Maryland",24029,1,0
"13028","2020-03-26","Montgomery","Maryland",24031,164,1
"13029","2020-03-26","Prince George's","Maryland",24033,101,2
"13030","2020-03-26","Queen Anne's","Maryland",24035,1,0
"13031","2020-03-26","Somerset","Maryland",24039,1,0
"13032","2020-03-26","St. Mary's","Maryland",24037,4,0
"13033","2020-03-26","Talbot","Maryland",24041,1,0
"13034","2020-03-26","Washington","Maryland",24043,2,0
"13035","2020-03-26","Wicomico","Maryland",24045,5,0
"13036","2020-03-26","Worcester","Maryland",24047,2,0
"14723","2020-03-27","Anne Arundel","Maryland",24003,63,1
"14724","2020-03-27","Baltimore","Maryland",24005,103,1
"14725","2020-03-27","Baltimore city","Maryland",24510,103,0
"14726","2020-03-27","Calvert","Maryland",24009,9,0
"14727","2020-03-27","Caroline","Maryland",24011,1,0
"14728","2020-03-27","Carroll","Maryland",24013,9,0
"14729","2020-03-27","Cecil","Maryland",24015,9,0
"14730","2020-03-27","Charles","Maryland",24017,17,0
"14731","2020-03-27","Frederick","Maryland",24021,15,0
"14732","2020-03-27","Garrett","Maryland",24023,3,0
"14733","2020-03-27","Harford","Maryland",24025,18,0
"14734","2020-03-27","Howard","Maryland",24027,62,0
"14735","2020-03-27","Kent","Maryland",24029,2,0
"14736","2020-03-27","Montgomery","Maryland",24031,208,1
"14737","2020-03-27","Prince George's","Maryland",24033,148,2
"14738","2020-03-27","Queen Anne's","Maryland",24035,1,0
"14739","2020-03-27","Somerset","Maryland",24039,1,0
"14740","2020-03-27","St. Mary's","Maryland",24037,4,0
"14741","2020-03-27","Talbot","Maryland",24041,1,0
"14742","2020-03-27","Washington","Maryland",24043,5,0
"14743","2020-03-27","Wicomico","Maryland",24045,6,0
"14744","2020-03-27","Worcester","Maryland",24047,2,0
"16543","2020-03-28","Anne Arundel","Maryland",24003,88,1
"16544","2020-03-28","Baltimore","Maryland",24005,141,1
"16545","2020-03-28","Baltimore city","Maryland",24510,112,2
"16546","2020-03-28","Calvert","Maryland",24009,9,0
"16547","2020-03-28","Caroline","Maryland",24011,1,0
"16548","2020-03-28","Carroll","Maryland",24013,83,0
"16549","2020-03-28","Cecil","Maryland",24015,13,0
"16550","2020-03-28","Charles","Maryland",24017,21,1
"16551","2020-03-28","Frederick","Maryland",24021,22,0
"16552","2020-03-28","Garrett","Maryland",24023,3,0
"16553","2020-03-28","Harford","Maryland",24025,21,0
"16554","2020-03-28","Howard","Maryland",24027,73,0
"16555","2020-03-28","Kent","Maryland",24029,2,0
"16556","2020-03-28","Montgomery","Maryland",24031,255,1
"16557","2020-03-28","Prince George's","Maryland",24033,196,3
"16558","2020-03-28","Queen Anne's","Maryland",24035,1,0
"16559","2020-03-28","Somerset","Maryland",24039,1,0
"16560","2020-03-28","St. Mary's","Maryland",24037,8,0
"16561","2020-03-28","Talbot","Maryland",24041,2,0
"16562","2020-03-28","Washington","Maryland",24043,6,0
"16563","2020-03-28","Wicomico","Maryland",24045,6,1
"16564","2020-03-28","Worcester","Maryland",24047,2,0
"18458","2020-03-29","Anne Arundel","Maryland",24003,99,1
"18459","2020-03-29","Baltimore","Maryland",24005,162,1
"18460","2020-03-29","Baltimore city","Maryland",24510,129,2
"18461","2020-03-29","Calvert","Maryland",24009,14,0
"18462","2020-03-29","Caroline","Maryland",24011,3,0
"18463","2020-03-29","Carroll","Maryland",24013,83,1
"18464","2020-03-29","Cecil","Maryland",24015,13,0
"18465","2020-03-29","Charles","Maryland",24017,28,1
"18466","2020-03-29","Frederick","Maryland",24021,24,0
"18467","2020-03-29","Garrett","Maryland",24023,3,0
"18468","2020-03-29","Harford","Maryland",24025,23,0
"18469","2020-03-29","Howard","Maryland",24027,81,0
"18470","2020-03-29","Kent","Maryland",24029,3,0
"18471","2020-03-29","Montgomery","Maryland",24031,301,1
"18472","2020-03-29","Prince George's","Maryland",24033,247,3
"18473","2020-03-29","Queen Anne's","Maryland",24035,4,0
"18474","2020-03-29","Somerset","Maryland",24039,1,0
"18475","2020-03-29","St. Mary's","Maryland",24037,9,0
"18476","2020-03-29","Talbot","Maryland",24041,3,0
"18477","2020-03-29","Washington","Maryland",24043,6,0
"18478","2020-03-29","Wicomico","Maryland",24045,6,1
"18479","2020-03-29","Worcester","Maryland",24047,2,0
"20474","2020-03-30","Anne Arundel","Maryland",24003,110,1
"20475","2020-03-30","Baltimore","Maryland",24005,186,1
"20476","2020-03-30","Baltimore city","Maryland",24510,152,2
"20477","2020-03-30","Calvert","Maryland",24009,12,0
"20478","2020-03-30","Caroline","Maryland",24011,4,0
"20479","2020-03-30","Carroll","Maryland",24013,83,1
"20480","2020-03-30","Cecil","Maryland",24015,13,0
"20481","2020-03-30","Charles","Maryland",24017,33,1
"20482","2020-03-30","Frederick","Maryland",24021,26,0
"20483","2020-03-30","Garrett","Maryland",24023,3,0
"20484","2020-03-30","Harford","Maryland",24025,24,0
"20485","2020-03-30","Howard","Maryland",24027,96,1
"20486","2020-03-30","Kent","Maryland",24029,3,0
"20487","2020-03-30","Montgomery","Maryland",24031,341,1
"20488","2020-03-30","Prince George's","Maryland",24033,294,6
"20489","2020-03-30","Queen Anne's","Maryland",24035,4,0
"20490","2020-03-30","Somerset","Maryland",24039,1,0
"20491","2020-03-30","St. Mary's","Maryland",24037,9,0
"20492","2020-03-30","Talbot","Maryland",24041,4,0
"20493","2020-03-30","Washington","Maryland",24043,7,0
"20494","2020-03-30","Wicomico","Maryland",24045,7,1
"20495","2020-03-30","Worcester","Maryland",24047,3,0
"22583","2020-03-31","Anne Arundel","Maryland",24003,127,1
"22584","2020-03-31","Baltimore","Maryland",24005,227,1
"22585","2020-03-31","Baltimore city","Maryland",24510,187,2
"22586","2020-03-31","Calvert","Maryland",24009,15,0
"22587","2020-03-31","Caroline","Maryland",24011,4,0
"22588","2020-03-31","Carroll","Maryland",24013,94,2
"22589","2020-03-31","Cecil","Maryland",24015,14,0
"22590","2020-03-31","Charles","Maryland",24017,40,1
"22591","2020-03-31","Frederick","Maryland",24021,33,0
"22592","2020-03-31","Garrett","Maryland",24023,3,0
"22593","2020-03-31","Harford","Maryland",24025,25,0
"22594","2020-03-31","Howard","Maryland",24027,117,2
"22595","2020-03-31","Kent","Maryland",24029,3,0
"22596","2020-03-31","Montgomery","Maryland",24031,388,1
"22597","2020-03-31","Prince George's","Maryland",24033,341,7
"22598","2020-03-31","Queen Anne's","Maryland",24035,4,0
"22599","2020-03-31","Somerset","Maryland",24039,1,0
"22600","2020-03-31","St. Mary's","Maryland",24037,15,0
"22601","2020-03-31","Talbot","Maryland",24041,3,0
"22602","2020-03-31","Washington","Maryland",24043,11,0
"22603","2020-03-31","Wicomico","Maryland",24045,7,1
"22604","2020-03-31","Worcester","Maryland",24047,3,0
"24760","2020-04-01","Anne Arundel","Maryland",24003,158,1
"24761","2020-04-01","Baltimore","Maryland",24005,289,1
"24762","2020-04-01","Baltimore city","Maryland",24510,187,2
"24763","2020-04-01","Calvert","Maryland",24009,18,0
"24764","2020-04-01","Caroline","Maryland",24011,4,0
"24765","2020-04-01","Carroll","Maryland",24013,96,5
"24766","2020-04-01","Cecil","Maryland",24015,16,1
"24767","2020-04-01","Charles","Maryland",24017,56,1
"24768","2020-04-01","Dorchester","Maryland",24019,1,0
"24769","2020-04-01","Frederick","Maryland",24021,35,2
"24770","2020-04-01","Garrett","Maryland",24023,3,0
"24771","2020-04-01","Harford","Maryland",24025,34,0
"24772","2020-04-01","Howard","Maryland",24027,142,2
"24773","2020-04-01","Kent","Maryland",24029,3,0
"24774","2020-04-01","Montgomery","Maryland",24031,447,1
"24775","2020-04-01","Prince George's","Maryland",24033,403,7
"24776","2020-04-01","Queen Anne's","Maryland",24035,7,0
"24777","2020-04-01","Somerset","Maryland",24039,4,0
"24778","2020-04-01","St. Mary's","Maryland",24037,19,0
"24779","2020-04-01","Talbot","Maryland",24041,3,0
"24780","2020-04-01","Unknown","Maryland",NA,34,9
"24781","2020-04-01","Washington","Maryland",24043,15,0
"24782","2020-04-01","Wicomico","Maryland",24045,7,1
"24783","2020-04-01","Worcester","Maryland",24047,4,0
"27011","2020-04-02","Allegany","Maryland",24001,1,0
"27012","2020-04-02","Anne Arundel","Maryland",24003,206,1
"27013","2020-04-02","Baltimore","Maryland",24005,353,1
"27014","2020-04-02","Baltimore city","Maryland",24510,265,2
"27015","2020-04-02","Calvert","Maryland",24009,22,0
"27016","2020-04-02","Caroline","Maryland",24011,4,0
"27017","2020-04-02","Carroll","Maryland",24013,105,5
"27018","2020-04-02","Cecil","Maryland",24015,20,1
"27019","2020-04-02","Charles","Maryland",24017,69,1
"27020","2020-04-02","Dorchester","Maryland",24019,1,0
"27021","2020-04-02","Frederick","Maryland",24021,45,2
"27022","2020-04-02","Garrett","Maryland",24023,3,0
"27023","2020-04-02","Harford","Maryland",24025,37,0
"27024","2020-04-02","Howard","Maryland",24027,152,2
"27025","2020-04-02","Kent","Maryland",24029,5,0
"27026","2020-04-02","Montgomery","Maryland",24031,498,6
"27027","2020-04-02","Prince George's","Maryland",24033,473,7
"27028","2020-04-02","Queen Anne's","Maryland",24035,8,0
"27029","2020-04-02","Somerset","Maryland",24039,4,0
"27030","2020-04-02","St. Mary's","Maryland",24037,27,0
"27031","2020-04-02","Talbot","Maryland",24041,4,0
"27032","2020-04-02","Unknown","Maryland",NA,0,7
"27033","2020-04-02","Washington","Maryland",24043,17,0
"27034","2020-04-02","Wicomico","Maryland",24045,7,1
"27035","2020-04-02","Worcester","Maryland",24047,5,0
"29330","2020-04-03","Allegany","Maryland",24001,2,0
"29331","2020-04-03","Anne Arundel","Maryland",24003,249,4
"29332","2020-04-03","Baltimore","Maryland",24005,427,3
"29333","2020-04-03","Baltimore city","Maryland",24510,313,4
"29334","2020-04-03","Calvert","Maryland",24009,30,1
"29335","2020-04-03","Caroline","Maryland",24011,4,0
"29336","2020-04-03","Carroll","Maryland",24013,129,5
"29337","2020-04-03","Cecil","Maryland",24015,25,1
"29338","2020-04-03","Charles","Maryland",24017,90,1
"29339","2020-04-03","Dorchester","Maryland",24019,1,0
"29340","2020-04-03","Frederick","Maryland",24021,54,2
"29341","2020-04-03","Garrett","Maryland",24023,3,0
"29342","2020-04-03","Harford","Maryland",24025,41,0
"29343","2020-04-03","Howard","Maryland",24027,166,2
"29344","2020-04-03","Kent","Maryland",24029,5,0
"29345","2020-04-03","Montgomery","Maryland",24031,566,9
"29346","2020-04-03","Prince George's","Maryland",24033,563,9
"29347","2020-04-03","Queen Anne's","Maryland",24035,12,0
"29348","2020-04-03","Somerset","Maryland",24039,4,0
"29349","2020-04-03","St. Mary's","Maryland",24037,30,0
"29350","2020-04-03","Talbot","Maryland",24041,5,0
"29351","2020-04-03","Washington","Maryland",24043,27,0
"29352","2020-04-03","Wicomico","Maryland",24045,7,1
"29353","2020-04-03","Worcester","Maryland",24047,5,0
"31708","2020-04-04","Allegany","Maryland",24001,3,0
"31709","2020-04-04","Anne Arundel","Maryland",24003,289,6
"31710","2020-04-04","Baltimore","Maryland",24005,491,4
"31711","2020-04-04","Baltimore city","Maryland",24510,343,6
"31712","2020-04-04","Calvert","Maryland",24009,33,1
"31713","2020-04-04","Caroline","Maryland",24011,4,0
"31714","2020-04-04","Carroll","Maryland",24013,134,6
"31715","2020-04-04","Cecil","Maryland",24015,33,1
"31716","2020-04-04","Charles","Maryland",24017,95,1
"31717","2020-04-04","Dorchester","Maryland",24019,1,0
"31718","2020-04-04","Frederick","Maryland",24021,73,2
"31719","2020-04-04","Garrett","Maryland",24023,3,0
"31720","2020-04-04","Harford","Maryland",24025,44,0
"31721","2020-04-04","Howard","Maryland",24027,180,3
"31722","2020-04-04","Kent","Maryland",24029,5,0
"31723","2020-04-04","Montgomery","Maryland",24031,640,9
"31724","2020-04-04","Prince George's","Maryland",24033,653,13
"31725","2020-04-04","Queen Anne's","Maryland",24035,13,0
"31726","2020-04-04","Somerset","Maryland",24039,4,0
"31727","2020-04-04","St. Mary's","Maryland",24037,34,0
"31728","2020-04-04","Talbot","Maryland",24041,6,1
"31729","2020-04-04","Washington","Maryland",24043,29,0
"31730","2020-04-04","Wicomico","Maryland",24045,8,1
"31731","2020-04-04","Worcester","Maryland",24047,7,0
"34133","2020-04-05","Allegany","Maryland",24001,6,0
"34134","2020-04-05","Anne Arundel","Maryland",24003,319,6
"34135","2020-04-05","Baltimore","Maryland",24005,590,6
"34136","2020-04-05","Baltimore city","Maryland",24510,394,7
"34137","2020-04-05","Calvert","Maryland",24009,39,1
"34138","2020-04-05","Caroline","Maryland",24011,4,0
"34139","2020-04-05","Carroll","Maryland",24013,142,8
"34140","2020-04-05","Cecil","Maryland",24015,36,1
"34141","2020-04-05","Charles","Maryland",24017,111,2
"34142","2020-04-05","Dorchester","Maryland",24019,1,0
"34143","2020-04-05","Frederick","Maryland",24021,112,3
"34144","2020-04-05","Garrett","Maryland",24023,3,0
"34145","2020-04-05","Harford","Maryland",24025,52,0
"34146","2020-04-05","Howard","Maryland",24027,199,3
"34147","2020-04-05","Kent","Maryland",24029,5,0
"34148","2020-04-05","Montgomery","Maryland",24031,693,13
"34149","2020-04-05","Prince George's","Maryland",24033,785,16
"34150","2020-04-05","Queen Anne's","Maryland",24035,13,0
"34151","2020-04-05","Somerset","Maryland",24039,4,0
"34152","2020-04-05","St. Mary's","Maryland",24037,40,0
"34153","2020-04-05","Talbot","Maryland",24041,7,1
"34154","2020-04-05","Washington","Maryland",24043,34,0
"34155","2020-04-05","Wicomico","Maryland",24045,11,1
"34156","2020-04-05","Worcester","Maryland",24047,9,0
"36592","2020-04-06","Allegany","Maryland",24001,6,0
"36593","2020-04-06","Anne Arundel","Maryland",24003,343,8
"36594","2020-04-06","Baltimore","Maryland",24005,648,11
"36595","2020-04-06","Baltimore city","Maryland",24510,435,8
"36596","2020-04-06","Calvert","Maryland",24009,40,1
"36597","2020-04-06","Caroline","Maryland",24011,6,0
"36598","2020-04-06","Carroll","Maryland",24013,150,10
"36599","2020-04-06","Cecil","Maryland",24015,37,1
"36600","2020-04-06","Charles","Maryland",24017,129,2
"36601","2020-04-06","Dorchester","Maryland",24019,1,0
"36602","2020-04-06","Frederick","Maryland",24021,138,4
"36603","2020-04-06","Garrett","Maryland",24023,3,0
"36604","2020-04-06","Harford","Maryland",24025,55,0
"36605","2020-04-06","Howard","Maryland",24027,214,3
"36606","2020-04-06","Kent","Maryland",24029,5,0
"36607","2020-04-06","Montgomery","Maryland",24031,793,19
"36608","2020-04-06","Prince George's","Maryland",24033,916,23
"36609","2020-04-06","Queen Anne's","Maryland",24035,15,0
"36610","2020-04-06","Somerset","Maryland",24039,4,0
"36611","2020-04-06","St. Mary's","Maryland",24037,41,0
"36612","2020-04-06","Talbot","Maryland",24041,8,1
"36613","2020-04-06","Washington","Maryland",24043,37,0
"36614","2020-04-06","Wicomico","Maryland",24045,11,1
"36615","2020-04-06","Worcester","Maryland",24047,10,0
"39100","2020-04-07","Allegany","Maryland",24001,7,0
"39101","2020-04-07","Anne Arundel","Maryland",24003,370,8
"39102","2020-04-07","Baltimore","Maryland",24005,652,11
"39103","2020-04-07","Baltimore city","Maryland",24510,459,9
"39104","2020-04-07","Calvert","Maryland",24009,41,1
"39105","2020-04-07","Caroline","Maryland",24011,11,0
"39106","2020-04-07","Carroll","Maryland",24013,159,16
"39107","2020-04-07","Cecil","Maryland",24015,41,1
"39108","2020-04-07","Charles","Maryland",24017,136,2
"39109","2020-04-07","Dorchester","Maryland",24019,3,0
"39110","2020-04-07","Frederick","Maryland",24021,151,4
"39111","2020-04-07","Garrett","Maryland",24023,3,0
"39112","2020-04-07","Harford","Maryland",24025,59,0
"39113","2020-04-07","Howard","Maryland",24027,236,3
